id,type,input,city,days,budget,interests,group,special,prediction_type,model_confidence,top_features,total_budget,model_accuracy,processing_time_s
S0407,standard,我想去东京玩2天，和朋友一起，我们喜欢文化、历史，预算比较有限，需要轮椅无障碍设施。,伦敦,5,低,"美食,历史",单人,有儿童,经济观光,0.3,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0138
S0175,standard,我想去巴黎玩2天，和朋友一起，我们喜欢历史，预算比较宽裕。,伦敦,7,中,美食,家庭,无,亲子家庭游,0.61,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0143
B0101,boundary,我想去伦敦玩7天，我们喜欢购物，预算中等，有小孩子。,纽约,7,中,美食,单人,有儿童,美食购物游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,18200,0.8445,0.0137
S0504,standard,我想去伦敦玩1天，和朋友一起，我们喜欢购物，预算中等，有小孩子。,伦敦,3,高,"美食,文化",朋友,无,奢华体验,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,21000,0.8445,0.0145
S0238,standard,我想去东京玩5天，我们喜欢文化，预算中等，有小孩子。,罗马,2,低,"文化,购物",情侣,有儿童,经济观光,0.36,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.014
S0455,standard,我想去伦敦玩1天，和爱人一起，我们喜欢文化，预算中等，有小孩子。,东京,5,低,"历史,美食",单人,无,经济观光,0.27,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0142
S0214,standard,我想去罗马玩2天，我们喜欢文化、购物，预算中等，需要轮椅无障碍设施。,巴黎,1,中,历史,朋友,有儿童,文化深度游,0.64,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0141
S0511,standard,我想去巴黎玩5天，和家人一起，我们喜欢历史，预算中等，有老人。,东京,7,高,"自然,美食",情侣,有老人,情侣浪漫游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0141
S0269,standard,我想去东京玩1天，和爱人一起，我们喜欢自然，预算中等，需要轮椅无障碍设施。,东京,1,低,美食,朋友,无,美食购物游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0141
S0501,standard,我想去罗马玩1天，和爱人一起，我们喜欢历史，预算比较有限，有老人。,伦敦,5,高,"购物,历史",朋友,轮椅友好,奢华体验,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0151
S0123,standard,我想去纽约玩5天，和家人一起，我们喜欢文化、美食，预算比较宽裕，有老人。,巴黎,3,高,"历史,购物",单人,有儿童,奢华体验,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,21000,0.8445,0.0149
S0033,standard,我想去罗马玩5天，和爱人一起，我们喜欢美食，预算比较宽裕。,伦敦,3,高,文化,情侣,轮椅友好,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,21000,0.8445,0.0146
B0158,boundary,我想去罗马玩1天，我们喜欢购物，预算比较有限，有老人。,纽约,1,低,购物,家庭,有儿童,美食购物游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0143
S0433,standard,我想去巴黎玩7天，和朋友一起，我们喜欢自然，预算比较有限，需要轮椅无障碍设施。,东京,2,中,自然,情侣,有老人,文化深度游,0.37,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3600,0.8445,0.0145
S0517,standard,我想去伦敦玩7天，我们喜欢美食，预算比较有限。,巴黎,1,中,"美食,历史",单人,有老人,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0139
S0675,standard,我想去纽约玩7天，和朋友一起，我们喜欢文化，预算比较宽裕，有老人。,东京,3,高,"美食,历史",情侣,轮椅友好,情侣浪漫游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.014
B0061,boundary,我想去伦敦玩1天，我们喜欢文化，预算比较有限，有老人。,纽约,1,低,购物,单人,有老人,美食购物游,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0139
S0059,standard,我想去伦敦玩1天，和朋友一起，我们喜欢文化、购物，预算比较宽裕，有老人。,纽约,2,中,历史,情侣,轮椅友好,文化深度游,0.64,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0142
S0686,standard,我想去纽约玩1天，和朋友一起，我们喜欢文化，预算中等。,纽约,1,低,购物,情侣,有儿童,美食购物游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0141
S0626,standard,我想去伦敦玩3天，和家人一起，我们喜欢自然，预算中等，有老人。,巴黎,2,高,"文化,自然",单人,无,奢华体验,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0146
S0204,standard,我想去罗马玩2天，和家人一起，我们喜欢美食，预算比较宽裕，有小孩子。,罗马,1,高,文化,家庭,有老人,文化深度游,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6000,0.8445,0.0142
S0072,standard,我想去东京玩3天，和爱人一起，我们喜欢美食，预算比较宽裕，有老人。,伦敦,1,中,"购物,美食",家庭,有老人,美食购物游,0.63,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0142
S0616,standard,我想去巴黎玩2天，我们喜欢自然，预算比较宽裕，有老人。,伦敦,7,低,文化,情侣,无,文化深度游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7280,0.8445,0.0138
S0454,standard,我想去东京玩3天，我们喜欢美食、历史，预算中等，需要轮椅无障碍设施。,罗马,2,中,"美食,文化",朋友,无,文化深度游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0141
S0527,standard,我想去纽约玩5天，和朋友一起，我们喜欢历史、文化，预算中等，有老人。,罗马,7,中,购物,家庭,有老人,美食购物游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0163
S0664,standard,我想去巴黎玩1天，和朋友一起，我们喜欢美食，预算比较有限，有老人。,罗马,7,高,"购物,文化",情侣,无,情侣浪漫游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,42000,0.8445,0.0171
S0364,standard,我想去东京玩3天，和爱人一起，我们喜欢购物，预算比较有限，有老人。,东京,3,中,"自然,文化",情侣,有儿童,户外探险游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0151
S0136,standard,我想去纽约玩5天，和朋友一起，我们喜欢购物、历史，预算中等。,东京,7,中,"购物,美食",家庭,有老人,美食购物游,0.61,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12600,0.8445,0.0159
B0002,boundary,我想去罗马玩7天，和爱人一起，我们喜欢购物，预算比较宽裕，有老人。,纽约,7,高,自然,情侣,轮椅友好,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,53200,0.8445,0.0161
B0020,boundary,我想去伦敦玩1天，和爱人一起，我们喜欢购物，预算比较有限，需要轮椅无障碍设施。,东京,1,低,文化,情侣,无,文化深度游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0145
S0698,standard,我想去罗马玩7天，和爱人一起，我们喜欢美食、购物，预算中等，有小孩子。,纽约,5,高,"购物,自然",情侣,无,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,38000,0.8445,0.0146
S0089,standard,我想去东京玩1天，和爱人一起，我们喜欢历史，预算中等，有小孩子。,伦敦,7,低,历史,朋友,有儿童,文化深度游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7280,0.8445,0.0142
S0531,standard,我想去罗马玩7天，我们喜欢文化、购物，预算比较有限，有老人。,伦敦,3,中,"购物,美食",单人,轮椅友好,美食购物游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7200,0.8445,0.0142
E0079,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0141
S0567,standard,我想去罗马玩3天，我们喜欢自然，预算中等，需要轮椅无障碍设施。,巴黎,2,高,美食,家庭,有儿童,美食购物游,0.47,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0143
S0017,standard,我想去罗马玩7天，和家人一起，我们喜欢购物，预算比较有限，有老人。,东京,2,中,"美食,历史",朋友,有儿童,文化深度游,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3600,0.8445,0.0147
S0112,standard,我想去巴黎玩3天，我们喜欢美食，预算比较有限，有小孩子。,巴黎,3,低,自然,朋友,轮椅友好,户外探险游,0.65,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3000,0.8445,0.0142
S0429,standard,我想去伦敦玩7天，和家人一起，我们喜欢文化，预算中等，需要轮椅无障碍设施。,罗马,5,中,历史,朋友,无,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,10000,0.8445,0.0143
S0347,standard,我想去纽约玩2天，和家人一起，我们喜欢自然，预算比较宽裕，有老人。,罗马,2,低,"自然,历史",朋友,无,文化深度游,0.37,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0139
S0102,standard,我想去伦敦玩7天，和家人一起，我们喜欢文化、历史，预算比较宽裕，有老人。,纽约,1,低,购物,情侣,有老人,美食购物游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0142
B0139,boundary,我想去罗马玩1天，和爱人一起，我们喜欢文化，预算比较有限。,纽约,1,低,自然,情侣,有儿童,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0145
S0481,standard,我想去罗马玩2天，我们喜欢文化、购物，预算比较有限，需要轮椅无障碍设施。,东京,2,低,"历史,文化",单人,有儿童,文化深度游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1600,0.8445,0.0141
S0393,standard,我想去东京玩2天，和朋友一起，我们喜欢自然、历史，预算比较宽裕。,罗马,5,中,"文化,购物",情侣,有儿童,文化深度游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,10000,0.8445,0.0144
E0072,edge,我想去东京玩5天，和爱人一起，我们喜欢奢华体验、米其林餐厅，预算比较有限。,东京,5,低,"奢华体验,米其林餐厅",情侣,无,文化深度游,0.23,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0142
S0555,standard,我想去罗马玩1天，和爱人一起，我们喜欢美食、自然，预算比较有限，有老人。,巴黎,1,中,购物,家庭,有儿童,美食购物游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0143
S0104,standard,我想去东京玩2天，和爱人一起，我们喜欢美食，预算比较宽裕。,东京,7,高,自然,单人,有儿童,户外探险游,0.64,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0144
B0018,boundary,我想去纽约玩1天，和朋友一起，我们喜欢美食，预算比较有限，有老人。,罗马,1,低,历史,家庭,无,亲子家庭游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0143
S0206,standard,我想去纽约玩2天，和爱人一起，我们喜欢历史，预算比较宽裕，需要轮椅无障碍设施。,东京,7,中,"美食,历史",单人,有老人,文化深度游,0.38,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12600,0.8445,0.0141
S0578,standard,我想去罗马玩5天，我们喜欢文化、购物，预算比较有限，有老人。,东京,2,高,"自然,购物",情侣,轮椅友好,情侣浪漫游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,11200,0.8445,0.0143
S0309,standard,我想去纽约玩7天，和家人一起，我们喜欢购物，预算中等，需要轮椅无障碍设施。,巴黎,1,低,"文化,购物",单人,有儿童,经济观光,0.37,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0144
S0547,standard,我想去罗马玩2天，我们喜欢购物、自然，预算比较宽裕，需要轮椅无障碍设施。,罗马,3,低,"自然,历史",单人,无,户外探险游,0.61,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2700,0.8445,0.0142
S0630,standard,我想去伦敦玩2天，和家人一起，我们喜欢文化、美食，预算中等。,巴黎,7,高,"文化,美食",朋友,有老人,奢华体验,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0144
B0184,boundary,我想去罗马玩1天，和爱人一起，我们喜欢自然，预算比较有限，有小孩子。,罗马,1,低,文化,单人,无,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0139
S0261,standard,我想去伦敦玩1天，和爱人一起，我们喜欢美食，预算比较宽裕，有小孩子。,罗马,2,低,"文化,自然",单人,有儿童,文化深度游,0.39,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0145
S0184,standard,我想去罗马玩3天，和爱人一起，我们喜欢购物，预算比较宽裕，需要轮椅无障碍设施。,东京,5,高,"购物,历史",朋友,有老人,奢华体验,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,28000,0.8445,0.0144
B0078,boundary,我想去纽约玩1天，和爱人一起，我们喜欢美食，预算比较有限，需要轮椅无障碍设施。,纽约,1,低,文化,情侣,轮椅友好,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0146
S0193,standard,我想去纽约玩3天，和家人一起，我们喜欢自然，预算中等，有老人。,巴黎,7,低,历史,朋友,有儿童,文化深度游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.0145
S0456,standard,我想去巴黎玩2天，我们喜欢文化，预算比较宽裕。,纽约,1,中,美食,朋友,有儿童,美食购物游,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2600,0.8445,0.0142
S0182,standard,我想去纽约玩3天，和爱人一起，我们喜欢自然，预算比较有限，需要轮椅无障碍设施。,纽约,3,低,自然,朋友,轮椅友好,户外探险游,0.64,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3300,0.8445,0.0144
S0241,standard,我想去伦敦玩5天，和爱人一起，我们喜欢美食，预算比较有限，需要轮椅无障碍设施。,东京,5,中,"历史,文化",家庭,无,亲子家庭游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,9000,0.8445,0.0141
S0415,standard,我想去罗马玩7天，和爱人一起，我们喜欢历史、自然，预算中等，有老人。,罗马,3,低,历史,单人,轮椅友好,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2700,0.8445,0.0139
S0639,standard,我想去纽约玩5天，和朋友一起，我们喜欢历史、美食，预算比较有限，需要轮椅无障碍设施。,东京,5,高,"文化,美食",单人,有儿童,奢华体验,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,28000,0.8445,0.0141
E0069,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.0146
S0560,standard,我想去伦敦玩1天，我们喜欢历史、自然，预算比较宽裕，有老人。,罗马,5,中,"自然,文化",单人,轮椅友好,户外探险游,0.69,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,10000,0.8445,0.0148
S0230,standard,我想去巴黎玩2天，和朋友一起，我们喜欢历史、美食，预算比较宽裕，有小孩子。,巴黎,1,低,"自然,历史",朋友,轮椅友好,文化深度游,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0143
B0040,boundary,我想去东京玩1天，和家人一起，我们喜欢文化，预算比较有限，有小孩子。,伦敦,1,低,文化,家庭,轮椅友好,文化深度游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0155
E0073,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.0151
